id,name,facility_type,beds_total,icu_beds,latitude,longitude,district_name,district_zone,district_population
04cdd3ac-5e80-59ca-8d8d-5e48a7f1b418,Medical College Hospital Ahmedabad-001,Medical College Hospital,1000,60,23.047378,72.629518,Ahmedabad,Central,8059441
b13c7df4-46f4-58de-a195-5f11dc6b249d,Medical College Hospital Ahmedabad-002,Medical College Hospital,1000,60,22.975393,72.544068,Ahmedabad,Central,8059441
e0f28bcc-ff21-4939-a430-3cd78f8f474d,VS Hospital,Medical College Hospital,800,60,23.0198,72.5824,Ahmedabad,Central,8059441
48b4372a-b111-5079-b86d-adbad980a9db,PHC Ahmedabad-000,PHC,6,0,23.021825,72.58967,Ahmedabad,Central,8059441
15f80584-a2fa-5487-bcc1-4702dc3bba34,PHC Ahmedabad-001,PHC,6,0,23.003628,72.579508,Ahmedabad,Central,8059441
15ef84be-7831-5237-851f-c8a7335047e9,PHC Ahmedabad-002,PHC,6,0,22.986571,72.581388,Ahmedabad,Central,8059441
ba64db58-4968-5b66-be6d-c8f21d758eb9,PHC Ahmedabad-003,PHC,6,0,22.991203,72.574705,Ahmedabad,Central,8059441
6b58bb8d-6f58-5853-91f2-7d14f967c6df,PHC Ahmedabad-004,PHC,6,0,23.030465,72.575986,Ahmedabad,Central,8059441
5d96d3c2-1d0c-552e-8f32-72c7c81833a9,PHC Ahmedabad-005,PHC,6,0,22.963009,72.528938,Ahmedabad,Central,8059441
2c2a1f2c-2df8-5e3a-bfb4-a8fa59ad2617,PHC Ahmedabad-006,PHC,6,0,22.986268,72.608017,Ahmedabad,Central,8059441
4f369487-4f76-5431-8ff0-035e74cc5406,PHC Ahmedabad-007,PHC,6,0,23.070035,72.620044,Ahmedabad,Central,8059441
4b4b7b32-92af-557b-8b89-0b7770e0eaa9,PHC Ahmedabad-008,PHC,6,0,23.07177,72.571457,Ahmedabad,Central,8059441
e5580314-55c6-5049-b851-dfbbf4cf7154,PHC Ahmedabad-009,PHC,6,0,23.019381,72.523474,Ahmedabad,Central,8059441
aeefbb84-37b6-5937-a9d9-6811ee309e09,PHC Ahmedabad-010,PHC,6,0,22.973013,72.60764,Ahmedabad,Central,8059441
fabcc05a-7c2c-5f34-b736-68bb0b4b095a,PHC Ahmedabad-011,PHC,6,0,22.974696,72.515115,Ahmedabad,Central,8059441
e615e785-0bf1-582f-8dc4-d4a4f072dbcc,PHC Ahmedabad-012,PHC,6,0,23.081906,72.572221,Ahmedabad,Central,8059441
655c35f0-7bf9-556e-9bff-db9af886828e,PHC Ahmedabad-013,PHC,6,0,23.038379,72.603075,Ahmedabad,Central,8059441
06f6c10f-6f8e-5f97-a0fd-cf4245409cb8,PHC Ahmedabad-014,PHC,6,0,23.065792,72.576446,Ahmedabad,Central,8059441
a11954a6-ba88-5525-8736-d2f54fd1a737,PHC Ahmedabad-015,PHC,6,0,23.080047,72.555005,Ahmedabad,Central,8059441
49466cb6-569d-500f-a628-4967c88fec52,PHC Ahmedabad-016,PHC,6,0,22.990513,72.518967,Ahmedabad,Central,8059441
929dbc73-628d-5015-ad7d-7cbfaf6038ce,PHC Ahmedabad-017,PHC,6,0,22.965653,72.579046,Ahmedabad,Central,8059441
67846e6d-82c0-5463-8ee8-53225639ef37,Sub-District Hospital Ahmedabad-000,Sub-District Hospital,100,10,23.033626,72.614417,Ahmedabad,Central,8059441
459040c8-0495-5a0b-9ff8-844cb97f3694,Sub-District Hospital Ahmedabad-001,Sub-District Hospital,100,10,23.04364,72.530804,Ahmedabad,Central,8059441
4fdbddd4-4fc9-5344-bb73-a415e0545ca2,Sub-District Hospital Ahmedabad-002,Sub-District Hospital,100,10,23.000844,72.591783,Ahmedabad,Central,8059441
85f5aeeb-55e8-5e9a-a5a0-f72fe8838ca8,Sub-District Hospital Ahmedabad-003,Sub-District Hospital,100,10,22.963881,72.592085,Ahmedabad,Central,8059441
88f470ef-95bc-5ccc-a9f4-87043c856160,Sub-District Hospital Ahmedabad-004,Sub-District Hospital,100,10,23.017671,72.61844,Ahmedabad,Central,8059441
606e8809-70a5-5adf-bd5a-2341fe8a7169,Sub-District Hospital Ahmedabad-005,Sub-District Hospital,100,10,23.080447,72.606996,Ahmedabad,Central,8059441
c21af966-cb58-5ec8-9ef8-0cf2e0317b4b,Sub-District Hospital Ahmedabad-006,Sub-District Hospital,100,10,23.022879,72.514584,Ahmedabad,Central,8059441
412ace19-15a8-5420-9f08-03022816ff12,Sub-District Hospital Ahmedabad-007,Sub-District Hospital,100,10,22.982,72.535276,Ahmedabad,Central,8059441
f5d43235-dd1f-528f-9148-b5c2e18b9257,Sub-District Hospital Ahmedabad-008,Sub-District Hospital,100,10,23.010269,72.551565,Ahmedabad,Central,8059441
ca8e19e7-defa-5de0-8587-dab8edf44cc4,Trust Hospital Ahmedabad-000,Trust Hospital,80,8,23.009666,72.559762,Ahmedabad,Central,8059441
058aef3d-e931-5729-9ae0-24d80c93883b,Trust Hospital Ahmedabad-001,Trust Hospital,80,8,23.053083,72.597395,Ahmedabad,Central,8059441
9e6e2d84-59dc-5238-8288-9180b84b010d,Trust Hospital Ahmedabad-002,Trust Hospital,80,8,22.972262,72.554098,Ahmedabad,Central,8059441
b0a5bef1-b13b-5725-8198-2aa27db64bb0,Trust Hospital Ahmedabad-003,Trust Hospital,80,8,22.980847,72.551075,Ahmedabad,Central,8059441
c75ded62-67b6-5741-a79f-8646a567758a,Trust Hospital Ahmedabad-004,Trust Hospital,80,8,22.963674,72.559828,Ahmedabad,Central,8059441
79ccb025-ecd3-51be-b914-c3450209428c,Urban Health Center Ahmedabad-000,Urban Health Center,12,0,23.066086,72.531921,Ahmedabad,Central,8059441
058b6d1d-9ae7-5158-9724-bb6c8d70b92a,Urban Health Center Ahmedabad-001,Urban Health Center,12,0,23.077352,72.593135,Ahmedabad,Central,8059441
da1a9ae6-4cac-5abc-90c7-9631f9218493,Urban Health Center Ahmedabad-002,Urban Health Center,12,0,22.972723,72.565098,Ahmedabad,Central,8059441
7cb7c1c8-6fc9-59af-9bb1-ab0777b64dba,Urban Health Center Ahmedabad-003,Urban Health Center,12,0,23.033753,72.563769,Ahmedabad,Central,8059441
c3fc6417-74a6-54ec-a48f-4a234de12e78,Urban Health Center Ahmedabad-004,Urban Health Center,12,0,22.997209,72.602681,Ahmedabad,Central,8059441
13ef0e35-901c-5806-94fa-3d8cdc3489e8,CHC Bhavnagar-000,CHC,30,4,21.762998,72.195123,Bhavnagar,Saurashtra,2880365
c4a9455b-8668-5444-95ed-2646b19b2bb0,CHC Bhavnagar-001,CHC,30,4,21.773528,72.114332,Bhavnagar,Saurashtra,2880365
15636bc5-b010-5947-9ffd-7a0af4166ea0,CHC Bhavnagar-002,CHC,30,4,21.77301,72.16255,Bhavnagar,Saurashtra,2880365
809684a2-1780-5a56-a894-1c8279591275,CHC Bhavnagar-003,CHC,30,4,21.752595,72.155261,Bhavnagar,Saurashtra,2880365
5848d534-5110-5db0-b0a5-cec1cffb1ddd,CHC Bhavnagar-004,CHC,30,4,21.794687,72.130226,Bhavnagar,Saurashtra,2880365
c1af47cc-a2e3-527b-92c6-f170068a9f5e,CHC Bhavnagar-005,CHC,30,4,21.797862,72.138039,Bhavnagar,Saurashtra,2880365
a724dcad-6bcc-5389-98a8-e04018c7e22d,CHC Bhavnagar-006,CHC,30,4,21.766407,72.176407,Bhavnagar,Saurashtra,2880365
f0a213a6-9e0e-522a-a006-55f1e313c282,CHC Bhavnagar-007,CHC,30,4,21.821142,72.166269,Bhavnagar,Saurashtra,2880365
346c7900-6946-4a25-9dd5-bade70f7f054,Civil Hospital Bhavnagar,District Hospital,500,30,21.7723,72.1487,Bhavnagar,Saurashtra,2880365
d146d605-ced4-501a-b207-b645b9289a65,District Hospital Bhavnagar-000,District Hospital,500,30,21.744643,72.176181,Bhavnagar,Saurashtra,2880365
f1d5573d-b683-5948-8d8a-675f3bfdd135,District Hospital Bhavnagar-001,District Hospital,500,30,21.795548,72.111673,Bhavnagar,Saurashtra,2880365
2e15261f-124c-4f73-875d-e731d88c2ca7,Bhavnagar General Hospital,General Hospital,250,15,21.7589,72.1634,Bhavnagar,Saurashtra,2880365
0a2a80f1-84e5-5414-b68c-8e6dc1fadf4a,General Hospital Bhavnagar-000,General Hospital,200,15,21.776252,72.211887,Bhavnagar,Saurashtra,2880365
2ff5c4dd-ea93-50a8-b3ef-ec6eac14f778,General Hospital Bhavnagar-001,General Hospital,200,15,21.80414,72.208255,Bhavnagar,Saurashtra,2880365
fc9b7556-6c37-5fa9-985c-ad45267b4b27,General Hospital Bhavnagar-002,General Hospital,200,15,21.757274,72.181033,Bhavnagar,Saurashtra,2880365
dd933a56-a878-5e4a-9577-d682728f43cf,General Hospital Bhavnagar-003,General Hospital,200,15,21.771434,72.209613,Bhavnagar,Saurashtra,2880365
e9791583-cb02-506b-b402-1d61c9b05ec3,Medical College Hospital Bhavnagar-000,Medical College Hospital,1000,60,21.715122,72.127167,Bhavnagar,Saurashtra,2880365
f723bb15-43ae-4730-b552-db400d11197d,Sir T Hospital,Medical College Hospital,850,60,21.7645,72.1519,Bhavnagar,Saurashtra,2880365
36262769-1acd-5cd0-8c77-6ea6b37810ec,PHC Bhavnagar-000,PHC,6,0,21.775601,72.192329,Bhavnagar,Saurashtra,2880365
9451f385-2e78-5e41-9df8-66e7996d2014,PHC Bhavnagar-001,PHC,6,0,21.794264,72.190449,Bhavnagar,Saurashtra,2880365
bf4318f0-3f84-5d43-83f8-4ec3a23eb58e,PHC Bhavnagar-002,PHC,6,0,21.729863,72.110123,Bhavnagar,Saurashtra,2880365
c529bd47-5350-5548-9eb1-1beb1d7b95b7,PHC Bhavnagar-003,PHC,6,0,21.820564,72.153261,Bhavnagar,Saurashtra,2880365
c5644033-4e21-5903-afc2-9d6a173ae9a2,PHC Bhavnagar-004,PHC,6,0,21.777116,72.094482,Bhavnagar,Saurashtra,2880365
a51bcf05-0180-5f87-88e0-408bff44ff1c,PHC Bhavnagar-005,PHC,6,0,21.731935,72.196704,Bhavnagar,Saurashtra,2880365
884f09b0-b723-5190-9236-33b751e4e0c2,PHC Bhavnagar-006,PHC,6,0,21.781205,72.097409,Bhavnagar,Saurashtra,2880365
d2399123-111d-5421-9c7d-440285c53d90,PHC Bhavnagar-007,PHC,6,0,21.808685,72.10887,Bhavnagar,Saurashtra,2880365
824b6e2f-d170-51da-906e-0040d17c4d5b,PHC Bhavnagar-008,PHC,6,0,21.769261,72.119089,Bhavnagar,Saurashtra,2880365
88425580-94a7-597c-a312-671f443216bc,PHC Bhavnagar-009,PHC,6,0,21.720647,72.095969,Bhavnagar,Saurashtra,2880365
10902bff-fec4-54e8-861d-9e522ceb77df,PHC Bhavnagar-010,PHC,6,0,21.762282,72.093118,Bhavnagar,Saurashtra,2880365
b1231f7c-231e-5b3f-ac49-55a1c08c6c99,PHC Bhavnagar-011,PHC,6,0,21.749913,72.186704,Bhavnagar,Saurashtra,2880365
43f7e5d0-10d1-5eaa-88bd-aa5fe1424de3,Sub-District Hospital Bhavnagar-000,Sub-District Hospital,100,10,21.766733,72.097708,Bhavnagar,Saurashtra,2880365
8b88b47e-085c-52ae-8334-94d72466d36b,Sub-District Hospital Bhavnagar-001,Sub-District Hospital,100,10,21.720379,72.122551,Bhavnagar,Saurashtra,2880365
3f5fa038-30dd-5353-88d1-15c5e72ddf5a,Sub-District Hospital Bhavnagar-002,Sub-District Hospital,100,10,21.736306,72.173217,Bhavnagar,Saurashtra,2880365
e3c21bb9-7f3e-507c-abbc-f2ca2e413811,Sub-District Hospital Bhavnagar-003,Sub-District Hospital,100,10,21.79457,72.127244,Bhavnagar,Saurashtra,2880365
89ed2d08-b7a7-52ae-9c59-50bd884552a4,Sub-District Hospital Bhavnagar-004,Sub-District Hospital,100,10,21.801539,72.116031,Bhavnagar,Saurashtra,2880365
b2d4641a-bb00-5c2f-b744-7f6ef59fe895,Sub-District Hospital Bhavnagar-005,Sub-District Hospital,100,10,21.708418,72.119815,Bhavnagar,Saurashtra,2880365
b8fd48f1-b8e4-58d5-9da8-b9a136708a80,Sub-District Hospital Bhavnagar-006,Sub-District Hospital,100,10,21.728443,72.09816,Bhavnagar,Saurashtra,2880365
0c262780-7ee7-5894-9009-84918b70cde0,Trust Hospital Bhavnagar-000,Trust Hospital,80,8,21.75547,72.121874,Bhavnagar,Saurashtra,2880365
dc92f4c3-224e-56c0-93ce-e9dbf7f1fd21,Trust Hospital Bhavnagar-001,Trust Hospital,80,8,21.766428,72.198329,Bhavnagar,Saurashtra,2880365
92dd1fcd-eb87-53a5-88b1-20d6235d2c06,Trust Hospital Bhavnagar-002,Trust Hospital,80,8,21.707906,72.16783,Bhavnagar,Saurashtra,2880365
8a21ef82-5f4e-5e8b-8263-91ed1b48b2e7,Urban Health Center Bhavnagar-000,Urban Health Center,12,0,21.812111,72.093266,Bhavnagar,Saurashtra,2880365
8bcf09bf-c423-51d0-b030-422ae09ab221,Urban Health Center Bhavnagar-001,Urban Health Center,12,0,21.773317,72.206204,Bhavnagar,Saurashtra,2880365
78315592-2a87-5ccc-a4a9-b9530e3e119a,Urban Health Center Bhavnagar-002,Urban Health Center,12,0,21.775524,72.187338,Bhavnagar,Saurashtra,2880365
fa5330e2-ae14-5978-994e-75595e6e9479,Urban Health Center Bhavnagar-003,Urban Health Center,12,0,21.775265,72.143843,Bhavnagar,Saurashtra,2880365
209639e2-50ee-5d33-bfe3-a4fe1d34973c,CHC Rajkot-000,CHC,30,4,22.287793,70.750567,Rajkot,Saurashtra,3804558
5cf95072-cbcd-5c8e-b29d-abdb613bfe49,CHC Rajkot-001,CHC,30,4,22.330531,70.835924,Rajkot,Saurashtra,3804558
a20477e4-ac0a-585e-bb06-cedd0c476fe2,CHC Rajkot-002,CHC,30,4,22.352689,70.826745,Rajkot,Saurashtra,3804558
0722c350-f5db-55ab-a8c8-6be5024a81db,CHC Rajkot-003,CHC,30,4,22.258241,70.781757,Rajkot,Saurashtra,3804558
097426fd-8238-51b6-a936-71ef1e6fb48b,CHC Rajkot-004,CHC,30,4,22.265271,70.783818,Rajkot,Saurashtra,3804558
a451f38b-db86-5abf-b1c8-18a443327739,CHC Rajkot-005,CHC,30,4,22.267205,70.807972,Rajkot,Saurashtra,3804558
87b7eec9-4617-55f9-86c4-d9ec01869386,CHC Rajkot-006,CHC,30,4,22.324674,70.778804,Rajkot,Saurashtra,3804558
ebb69440-810b-52c3-9028-b16fab156fa1,CHC Rajkot-007,CHC,30,4,22.262672,70.814904,Rajkot,Saurashtra,3804558
99bd93b2-f0da-5592-bbc4-bed4e01c7946,CHC Rajkot-008,CHC,30,4,22.255525,70.754571,Rajkot,Saurashtra,3804558
25b08de6-4853-5ded-bd5e-90ea505de0d1,CHC Rajkot-009,CHC,30,4,22.32247,70.856526,Rajkot,Saurashtra,3804558
49ecf93d-1fb7-4865-8527-4e35b9f7acd0,Civil Hospital Rajkot,District Hospital,800,55,22.3039,70.8022,Rajkot,Saurashtra,3804558
269e3541-d9b6-568e-b987-2ea49b926bdf,District Hospital Rajkot-000,District Hospital,500,30,22.354993,70.851661,Rajkot,Saurashtra,3804558
fded3fa1-6e39-522b-926b-2760acc0a462,District Hospital Rajkot-001,District Hospital,500,30,22.278393,70.847653,Rajkot,Saurashtra,3804558
04e62471-0d68-53e9-8b57-0e95462be0e9,General Hospital Rajkot-000,General Hospital,200,15,22.353432,70.813746,Rajkot,Saurashtra,3804558
2f96d3a7-13b1-592a-95f3-c24216e1e666,General Hospital Rajkot-001,General Hospital,200,15,22.286918,70.811595,Rajkot,Saurashtra,3804558
2be4f102-1aad-5968-a5da-f0583f7b1040,General Hospital Rajkot-002,General Hospital,200,15,22.332982,70.744031,Rajkot,Saurashtra,3804558
5bd2880d-1d5e-521f-8204-14e7d5ec1c11,General Hospital Rajkot-003,General Hospital,200,15,22.272818,70.783374,Rajkot,Saurashtra,3804558
3b71e4f3-e006-51ff-bfe4-cedf603073e2,General Hospital Rajkot-004,General Hospital,200,15,22.287005,70.802181,Rajkot,Saurashtra,3804558
ab3221fe-ec85-4055-bfd6-45568d42a4e9,Rajkot City Hospital,General Hospital,350,18,22.3098,70.7921,Rajkot,Saurashtra,3804558
60698462-2a6c-5cca-a3d3-81526c7efe5b,Medical College Hospital Rajkot-000,Medical College Hospital,1000,60,22.351667,70.780407,Rajkot,Saurashtra,3804558
65cad637-d68c-50f0-9145-d1c886c99c36,Medical College Hospital Rajkot-001,Medical College Hospital,1000,60,22.295703,70.843923,Rajkot,Saurashtra,3804558
88f6b93e-c5e4-42d0-a369-d4ea31d99d02,PDU Medical College Hospital,Medical College Hospital,700,45,22.2915,70.8078,Rajkot,Saurashtra,3804558
1cbec99d-0448-51f3-b038-374e2bee3141,PHC Rajkot-000,PHC,6,0,22.294609,70.820678,Rajkot,Saurashtra,3804558
b2a3bfc3-73da-5dd4-85bb-8d0c8e7c32bb,PHC Rajkot-001,PHC,6,0,22.291253,70.8152,Rajkot,Saurashtra,3804558
8a08b5a7-f15c-5b70-b21e-7d05ae52b3f4,PHC Rajkot-002,PHC,6,0,22.297313,70.797657,Rajkot,Saurashtra,3804558
2a72d44e-bf22-528f-ac09-60afd7d7916d,PHC Rajkot-003,PHC,6,0,22.285046,70.75656,Rajkot,Saurashtra,3804558
8c93ce00-d1cf-519d-96f1-669ee05c3ff3,PHC Rajkot-004,PHC,6,0,22.340078,70.790407,Rajkot,Saurashtra,3804558
bde44b61-928a-54cb-a2c1-fcff077121f7,PHC Rajkot-005,PHC,6,0,22.295457,70.841899,Rajkot,Saurashtra,3804558
eac26aa6-7743-5cf4-9880-2b2d50e210cc,PHC Rajkot-006,PHC,6,0,22.357445,70.842336,Rajkot,Saurashtra,3804558
20f4fdff-f2f3-5c42-be7c-2351a26b1353,PHC Rajkot-007,PHC,6,0,22.308913,70.753454,Rajkot,Saurashtra,3804558
c450562d-7319-5cd1-8f72-75cb0d5e82c1,PHC Rajkot-008,PHC,6,0,22.247355,70.783104,Rajkot,Saurashtra,3804558
6855290c-6f00-5a3c-a240-57816c10cccd,PHC Rajkot-009,PHC,6,0,22.347259,70.822764,Rajkot,Saurashtra,3804558
f442816c-a8aa-5c37-9ddd-e4a51df8753c,PHC Rajkot-010,PHC,6,0,22.337455,70.784688,Rajkot,Saurashtra,3804558
90a50ea3-a2a7-5f62-9e36-02d4612cb9ff,PHC Rajkot-011,PHC,6,0,22.259469,70.765312,Rajkot,Saurashtra,3804558
794b3727-1514-5f35-8fb3-e5af6b387dc5,PHC Rajkot-012,PHC,6,0,22.324703,70.813564,Rajkot,Saurashtra,3804558
bf4820d6-21a6-5cd5-b082-fc17552fa876,PHC Rajkot-013,PHC,6,0,22.282564,70.82615,Rajkot,Saurashtra,3804558
f3fed885-1a51-5867-a2a6-9b6e6e9b106b,Sub-District Hospital Rajkot-000,Sub-District Hospital,100,10,22.34281,70.743498,Rajkot,Saurashtra,3804558
c84ed721-de57-5503-8026-2739760f1b8d,Sub-District Hospital Rajkot-001,Sub-District Hospital,100,10,22.291157,70.746398,Rajkot,Saurashtra,3804558
4d663d70-e2f8-5b39-b14a-781646b7cee7,Sub-District Hospital Rajkot-002,Sub-District Hospital,100,10,22.280298,70.838496,Rajkot,Saurashtra,3804558
408ae5be-3e2d-5076-91db-1364a7e69422,Sub-District Hospital Rajkot-003,Sub-District Hospital,100,10,22.314459,70.852597,Rajkot,Saurashtra,3804558
5784cbec-6e7f-5218-af3c-25445c9a2c31,Sub-District Hospital Rajkot-004,Sub-District Hospital,100,10,22.320797,70.856693,Rajkot,Saurashtra,3804558
9a39770b-a455-5db7-b678-60b7c868871e,Sub-District Hospital Rajkot-005,Sub-District Hospital,100,10,22.336787,70.832268,Rajkot,Saurashtra,3804558
8171a4d7-1a0d-5f95-8ea2-5c80dbd1cc38,Sub-District Hospital Rajkot-006,Sub-District Hospital,100,10,22.355507,70.756346,Rajkot,Saurashtra,3804558
84bc96dc-2d8d-541c-b0b8-6fdeba9378ed,Sub-District Hospital Rajkot-007,Sub-District Hospital,100,10,22.257635,70.812435,Rajkot,Saurashtra,3804558
e09aad82-30a4-5513-9630-4110f428b257,Trust Hospital Rajkot-000,Trust Hospital,80,8,22.287195,70.819473,Rajkot,Saurashtra,3804558
850b1545-999a-5ad7-9e28-9ff6003ffd72,Trust Hospital Rajkot-001,Trust Hospital,80,8,22.260449,70.793738,Rajkot,Saurashtra,3804558
8a21c51a-d63a-5856-994b-8a8cd8e69e02,Trust Hospital Rajkot-002,Trust Hospital,80,8,22.286352,70.768641,Rajkot,Saurashtra,3804558
c4495d09-a056-5143-97ff-9770a7e31dc1,Trust Hospital Rajkot-003,Trust Hospital,80,8,22.2796,70.801332,Rajkot,Saurashtra,3804558
0c252328-cb6c-50fa-8a8b-1f30dba416b9,Urban Health Center Rajkot-000,Urban Health Center,12,0,22.25044,70.857977,Rajkot,Saurashtra,3804558
ea2ecee7-7e61-582d-b1f2-73421d107f2a,Urban Health Center Rajkot-001,Urban Health Center,12,0,22.291659,70.773709,Rajkot,Saurashtra,3804558
533716d2-b43c-5ab8-909a-26b3ab74c546,Urban Health Center Rajkot-002,Urban Health Center,12,0,22.272605,70.846284,Rajkot,Saurashtra,3804558
4b13f5e5-1807-510c-a950-1d3ac0768090,Urban Health Center Rajkot-003,Urban Health Center,12,0,22.353939,70.841364,Rajkot,Saurashtra,3804558
5826abdd-0d7a-5bcf-957f-f91d1abafd44,Urban Health Center Rajkot-004,Urban Health Center,12,0,22.338022,70.779166,Rajkot,Saurashtra,3804558
310e416c-3bfb-51b9-bcdd-81d942156941,CHC Surat-000,CHC,30,4,21.222173,72.888829,Surat,South,6081322
6354fbe9-0330-5a6b-a6c2-eb5943b337a8,CHC Surat-001,CHC,30,4,21.151297,72.802487,Surat,South,6081322
5796e551-1d25-5861-9d14-06bada1f0fc5,CHC Surat-002,CHC,30,4,21.149497,72.845021,Surat,South,6081322
8112eb58-2774-5809-8a66-c9ec91508b5d,CHC Surat-003,CHC,30,4,21.166659,72.811931,Surat,South,6081322
6b521ced-dcb3-57bb-b948-8025c90d144c,CHC Surat-004,CHC,30,4,21.203208,72.878035,Surat,South,6081322
8703a606-4c7f-5d26-a72f-3b53f690896a,CHC Surat-005,CHC,30,4,21.190534,72.859969,Surat,South,6081322
75578705-cae2-5fde-8bbd-b45a02bccf12,CHC Surat-006,CHC,30,4,21.155791,72.814482,Surat,South,6081322
f17e7d7b-5c42-5019-8c4e-b5c727bacfc7,CHC Surat-007,CHC,30,4,21.135524,72.869061,Surat,South,6081322
ddee0210-6c56-5006-b966-95c6087ad4b5,CHC Surat-008,CHC,30,4,21.237656,72.857282,Surat,South,6081322
7204c59e-e0ed-53de-949c-1c88f266bf0a,CHC Surat-009,CHC,30,4,21.249399,72.786744,Surat,South,6081322
7653bb16-557f-5043-b282-3aee49b60be8,District Hospital Surat-000,District Hospital,500,30,21.211602,72.88261,Surat,South,6081322
a7ab5591-5296-53a3-9585-e0f43187b46b,District Hospital Surat-001,District Hospital,500,30,21.205318,72.789517,Surat,South,6081322
04e77bf9-9a50-5d56-9989-84a11b99a811,District Hospital Surat-002,District Hospital,500,30,21.214213,72.86685,Surat,South,6081322
39943366-e75c-4fc8-a7a2-98885acb3777,New Civil Hospital Surat,District Hospital,1000,70,21.1702,72.8311,Surat,South,6081322
1e695ba0-340d-529e-b609-89eeccc28db7,General Hospital Surat-000,General Hospital,200,15,21.1308,72.85354,Surat,South,6081322
45353e06-60f4-5735-ac97-874e875e26d7,General Hospital Surat-001,General Hospital,200,15,21.16516,72.843656,Surat,South,6081322
2952331e-bf16-539c-9cdc-a9060906069a,General Hospital Surat-002,General Hospital,200,15,21.222778,72.871435,Surat,South,6081322
5efe0fc8-4d3c-5e16-b438-7f21f3c297d9,General Hospital Surat-003,General Hospital,200,15,21.239081,72.874426,Surat,South,6081322
4f028242-47f0-5614-a94b-790c3916bc56,General Hospital Surat-004,General Hospital,200,15,21.149061,72.808656,Surat,South,6081322
f250ece2-7657-5c31-b471-5f78de004f71,General Hospital Surat-005,General Hospital,200,15,21.152671,72.828427,Surat,South,6081322
51a3dc33-6e66-47f5-b2e2-9323c08987e2,Surat Municipal Hospital,General Hospital,400,25,21.2048,72.8426,Surat,South,6081322
